attendance_id,email,learner_name,attendance_date,week_number,join_time,leave_time,duration_minutes,duration_hours,is_attended
796,gracebell@example.com,Grace Bell,2024-10-09,10,06:07 PM,07:59 PM,112.0,1.8666666666666667,1
797,isaacwright@example.com,Isaac Wright,2024-10-09,10,06:06 PM,07:58 PM,112.0,1.8666666666666667,1
798,lilyphillips@example.com,Lily Phillips,2024-10-09,10,06:13 PM,07:48 PM,95.0,1.5833333333333333,1
799,jaydenstewart@example.com,Jayden Stewart,2024-10-09,10,06:03 PM,07:50 PM,107.0,1.7833333333333334,1
800,charlotteallen@example.com,Charlotte Allen,2024-10-09,10,06:15 PM,07:55 PM,100.0,1.6666666666666667,1
801,lucasanderson@example.com,Lucas Anderson,2024-10-10,10,06:14 PM,07:54 PM,100.0,1.6666666666666667,1
802,emilyjohnson@example.com,Emily Johnson,2024-10-10,10,06:10 PM,07:46 PM,96.0,1.6,1
803,benjaminharris@example.com,Benjamin Harris,2024-10-10,10,06:07 PM,07:49 PM,102.0,1.7,1
804,isabellamoore@example.com,Isabella Moore,2024-10-10,10,06:14 PM,07:50 PM,96.0,1.6,1
805,jamescarter@example.com,James Carter,2024-10-10,10,06:13 PM,07:52 PM,99.0,1.65,1
806,oliviamartin@example.com,Olivia Martin,2024-10-10,10,06:02 PM,07:54 PM,112.0,1.8666666666666667,1
807,alexanderwright@example.com,Alexander Wright,2024-10-10,10,06:02 PM,07:51 PM,109.0,1.8166666666666667,1
808,sophialewis@example.com,Sophia Lewis,2024-10-10,10,06:11 PM,07:46 PM,95.0,1.5833333333333333,1
809,michaelscott@example.com,Michael Scott,2024-10-10,10,06:04 PM,07:50 PM,106.0,1.7666666666666666,1
810,ameliaclark@example.com,Amelia Clark,2024-10-10,10,06:05 PM,08:00 PM,115.0,1.9166666666666667,1
811,noahrobinson@example.com,Noah Robinson,2024-10-10,10,06:14 PM,07:59 PM,105.0,1.75,1
812,gracerodriguez@example.com,Grace Rodriguez,2024-10-10,10,06:11 PM,07:52 PM,101.0,1.6833333333333333,1
813,elijahturner@example.com,Elijah Turner,2024-10-10,10,06:07 PM,07:54 PM,107.0,1.7833333333333334,1
814,avamitchell@example.com,Ava Mitchell,2024-10-10,10,06:02 PM,07:46 PM,104.0,1.7333333333333334,1
815,williamcooper@example.com,William Cooper,2024-10-10,10,06:00 PM,07:59 PM,119.0,1.9833333333333334,1
816,charlottehill@example.com,Charlotte Hill,2024-10-10,10,06:13 PM,07:50 PM,97.0,1.6166666666666667,1
817,henryadams@example.com,Henry Adams,2024-10-10,10,06:09 PM,07:55 PM,106.0,1.7666666666666666,1
818,evelynbaker@example.com,Evelyn Baker,2024-10-10,10,06:08 PM,08:00 PM,112.0,1.8666666666666667,1
819,samuelcollins@example.com,Samuel Collins,2024-10-10,10,06:15 PM,07:45 PM,90.0,1.5,1
820,miaallen@example.com,Mia Allen,2024-10-10,10,06:08 PM,07:59 PM,111.0,1.85,1
821,danielbennett@example.com,Daniel Bennett,2024-10-10,10,06:14 PM,07:59 PM,105.0,1.75,1
822,harperparker@example.com,Harper Parker,2024-10-10,10,06:04 PM,08:00 PM,116.0,1.9333333333333333,1
823,jacobyoung@example.com,Jacob Young,2024-10-10,10,06:03 PM,07:54 PM,111.0,1.85,1
824,lilyward@example.com,Lily Ward,2024-10-10,10,06:15 PM,07:46 PM,91.0,1.5166666666666666,1
825,matthewfoster@example.com,Matthew Foster,2024-10-10,10,06:01 PM,07:47 PM,106.0,1.7666666666666666,1
826,abigailbrooks@example.com,Abigail Brooks,2024-10-10,10,06:03 PM,07:55 PM,112.0,1.8666666666666667,1
827,josephgriffin@example.com,Joseph Griffin,2024-10-10,10,06:03 PM,07:55 PM,112.0,1.8666666666666667,1
828,ellareed@example.com,Ella Reed,2024-10-10,10,06:02 PM,07:58 PM,116.0,1.9333333333333333,1
829,davidflores@example.com,David Flores,2024-10-10,10,06:00 PM,07:52 PM,112.0,1.8666666666666667,1
830,chloehoward@example.com,Chloe Howard,2024-10-10,10,06:07 PM,08:00 PM,113.0,1.8833333333333333,1
831,andrewstewart@example.com,Andrew Stewart,2024-10-10,10,06:11 PM,07:47 PM,96.0,1.6,1
832,victoriaking@example.com,Victoria King,2024-10-10,10,06:00 PM,07:50 PM,110.0,1.8333333333333333,1
833,thomasphillips@example.com,Thomas Phillips,2024-10-10,10,06:09 PM,07:48 PM,99.0,1.65,1
834,hannahbutler@example.com,Hannah Butler,2024-10-10,10,06:05 PM,07:53 PM,108.0,1.8,1
835,christophermorgan@example.com,Christopher Morgan,2024-10-10,10,06:02 PM,07:52 PM,110.0,1.8333333333333333,1
836,arialee@example.com,Aria Lee,2024-10-10,10,06:11 PM,07:54 PM,103.0,1.7166666666666666,1
837,anthonybell@example.com,Anthony Bell,2024-10-10,10,06:14 PM,08:00 PM,106.0,1.7666666666666666,1
838,nataliesanders@example.com,Natalie Sanders,2024-10-10,10,06:00 PM,07:58 PM,118.0,1.9666666666666666,1
839,joshuamorris@example.com,Joshua Morris,2024-10-10,10,06:11 PM,07:58 PM,107.0,1.7833333333333334,1
840,scarlettrivera@example.com,Scarlett Rivera,2024-10-10,10,06:09 PM,07:59 PM,110.0,1.8333333333333333,1
841,jonathanperry@example.com,Jonathan Perry,2024-10-10,10,06:02 PM,07:47 PM,105.0,1.75,1
842,penelopecook@example.com,Penelope Cook,2024-10-10,10,06:13 PM,07:57 PM,104.0,1.7333333333333334,1
843,ryanpeterson@example.com,Ryan Peterson,2024-10-10,10,06:13 PM,08:00 PM,107.0,1.7833333333333334,1
844,eleanorbarnes@example.com,Eleanor Barnes,2024-10-10,10,06:08 PM,07:56 PM,108.0,1.8,1
845,calebjenkins@example.com,Caleb Jenkins,2024-10-10,10,06:12 PM,07:56 PM,104.0,1.7333333333333334,1
846,zoeyrussell@example.com,Zoey Russell,2024-10-10,10,06:01 PM,07:57 PM,116.0,1.9333333333333333,1
847,jackmurphy@example.com,Jack Murphy,2024-10-10,10,06:00 PM,07:51 PM,111.0,1.85,1
848,madisonhayes@example.com,Madison Hayes,2024-10-10,10,06:06 PM,07:56 PM,110.0,1.8333333333333333,1
849,charlescoleman@example.com,Charles Coleman,2024-10-10,10,06:07 PM,07:46 PM,99.0,1.65,1
850,laylacooper@example.com,Layla Cooper,2024-10-10,10,06:07 PM,07:51 PM,104.0,1.7333333333333334,1
851,ethankelly@example.com,Ethan Kelly,2024-10-10,10,06:01 PM,07:57 PM,116.0,1.9333333333333333,1
852,sofiarichardson@example.com,Sofia Richardson,2024-10-10,10,06:15 PM,07:59 PM,104.0,1.7333333333333334,1
853,owencox@example.com,Owen Cox,2024-10-10,10,06:03 PM,07:51 PM,108.0,1.8,1
854,noraward@example.com,Nora Ward,2024-10-10,10,06:09 PM,07:47 PM,98.0,1.6333333333333333,1
855,isaacprice@example.com,Isaac Price,2024-10-10,10,06:04 PM,07:59 PM,115.0,1.9166666666666667,1
856,hazellong@example.com,Hazel Long,2024-10-10,10,06:12 PM,07:56 PM,104.0,1.7333333333333334,1
857,dylanpowell@example.com,Dylan Powell,2024-10-10,10,06:01 PM,07:54 PM,113.0,1.8833333333333333,1
858,lillianfisher@example.com,Lillian Fisher,2024-10-10,10,06:00 PM,07:49 PM,109.0,1.8166666666666667,1
859,christianhenderson@example.com,Christian Henderson,2024-10-10,10,06:10 PM,07:59 PM,109.0,1.8166666666666667,1
860,audreymyers@example.com,Audrey Myers,2024-10-10,10,06:03 PM,07:46 PM,103.0,1.7166666666666666,1
861,lukebryant@example.com,Luke Bryant,2024-10-10,10,06:15 PM,07:48 PM,93.0,1.55,1
862,lucynguyen@example.com,Lucy Nguyen,2024-10-10,10,06:13 PM,07:54 PM,101.0,1.6833333333333333,1
863,carterkim@example.com,Carter Kim,2024-10-10,10,06:05 PM,07:48 PM,103.0,1.7166666666666666,1
864,samanthachavez@example.com,Samantha Chavez,2024-10-10,10,06:05 PM,07:52 PM,107.0,1.7833333333333334,1
865,gabrieljenkins@example.com,Gabriel Jenkins,2024-10-10,10,06:09 PM,07:55 PM,106.0,1.7666666666666666,1
866,bellamorales@example.com,Bella Morales,2024-10-10,10,06:13 PM,07:49 PM,96.0,1.6,1
867,aaronhayes@example.com,Aaron Hayes,2024-10-10,10,06:00 PM,07:46 PM,106.0,1.7666666666666666,1
868,mayaporter@example.com,Maya Porter,2024-10-10,10,06:11 PM,07:45 PM,94.0,1.5666666666666667,1
869,julianramirez@example.com,Julian Ramirez,2024-10-10,10,06:05 PM,07:53 PM,108.0,1.8,1
870,rubyhunter@example.com,Ruby Hunter,2024-10-10,10,06:01 PM,07:58 PM,117.0,1.95,1
871,leoross@example.com,Leo Ross,2024-10-10,10,06:12 PM,07:58 PM,106.0,1.7666666666666666,1
872,sadiediaz@example.com,Sadie Diaz,2024-10-10,10,06:15 PM,07:46 PM,91.0,1.5166666666666666,1
873,adamsimmons@example.com,Adam Simmons,2024-10-10,10,06:11 PM,07:54 PM,103.0,1.7166666666666666,1
874,violetgray@example.com,Violet Gray,2024-10-10,10,06:03 PM,07:49 PM,106.0,1.7666666666666666,1
875,nathanmitchell@example.com,Nathan Mitchell,2024-10-10,10,06:00 PM,07:54 PM,114.0,1.9,1
876,stellaperry@example.com,Stella Perry,2024-10-10,10,06:06 PM,07:49 PM,103.0,1.7166666666666666,1
877,aidenrichardson@example.com,Aiden Richardson,2024-10-10,10,06:13 PM,07:49 PM,96.0,1.6,1
878,leahlopez@example.com,Leah Lopez,2024-10-10,10,06:07 PM,07:49 PM,102.0,1.7,1
879,hunterbarnes@example.com,Hunter Barnes,2024-10-10,10,06:06 PM,07:48 PM,102.0,1.7,1
880,milabrooks@example.com,Mila Brooks,2024-10-10,10,06:04 PM,07:49 PM,105.0,1.75,1
881,sebastiancarter@example.com,Sebastian Carter,2024-10-10,10,06:07 PM,07:46 PM,99.0,1.65,1
882,elliehughes@example.com,Ellie Hughes,2024-10-10,10,06:12 PM,07:47 PM,95.0,1.5833333333333333,1
883,jacksonbennett@example.com,Jackson Bennett,2024-10-10,10,06:12 PM,07:53 PM,101.0,1.6833333333333333,1
884,lunasanders@example.com,Luna Sanders,2024-10-10,10,06:04 PM,07:49 PM,105.0,1.75,1
885,zacharyrogers@example.com,Zachary Rogers,2024-10-10,10,06:09 PM,07:50 PM,101.0,1.6833333333333333,1
886,naomiward@example.com,Naomi Ward,2024-10-10,10,06:07 PM,07:50 PM,103.0,1.7166666666666666,1
887,liambrown@example.com,Liam Brown,2024-10-10,10,06:07 PM,07:54 PM,107.0,1.7833333333333334,1
888,gabriellacruz@example.com,Gabriella Cruz,2024-10-10,10,06:13 PM,07:49 PM,96.0,1.6,1
889,patrickreed@example.com,Patrick Reed,2024-10-10,10,06:13 PM,08:00 PM,107.0,1.7833333333333334,1
890,zoeylong@example.com,Zoey Long,2024-10-10,10,06:02 PM,07:48 PM,106.0,1.7666666666666666,1
891,calebscott@example.com,Caleb Scott,2024-10-10,10,06:12 PM,07:50 PM,98.0,1.6333333333333333,1
892,harperthompson@example.com,Harper Thompson,2024-10-10,10,06:07 PM,08:00 PM,113.0,1.8833333333333333,1
893,blakecarter@example.com,Blake Carter,2024-10-10,10,06:14 PM,07:46 PM,92.0,1.5333333333333334,1
894,emilycoleman@example.com,Emily Coleman,2024-10-10,10,06:08 PM,07:54 PM,106.0,1.7666666666666666,1
895,dominicmyers@example.com,Dominic Myers,2024-10-10,10,06:05 PM,07:52 PM,107.0,1.7833333333333334,1
896,gracebell@example.com,Grace Bell,2024-10-10,10,06:14 PM,07:50 PM,96.0,1.6,1
897,isaacwright@example.com,Isaac Wright,2024-10-10,10,06:06 PM,07:45 PM,99.0,1.65,1
898,lilyphillips@example.com,Lily Phillips,2024-10-10,10,06:01 PM,07:50 PM,109.0,1.8166666666666667,1
899,jaydenstewart@example.com,Jayden Stewart,2024-10-10,10,06:08 PM,07:46 PM,98.0,1.6333333333333333,1
900,charlotteallen@example.com,Charlotte Allen,2024-10-10,10,06:02 PM,08:00 PM,118.0,1.9666666666666666,1
901,lucasanderson@example.com,Lucas Anderson,2024-10-11,10,06:09 PM,07:56 PM,107.0,1.7833333333333334,1
902,emilyjohnson@example.com,Emily Johnson,2024-10-11,10,06:07 PM,07:48 PM,101.0,1.6833333333333333,1
903,benjaminharris@example.com,Benjamin Harris,2024-10-11,10,06:11 PM,07:45 PM,94.0,1.5666666666666667,1
904,isabellamoore@example.com,Isabella Moore,2024-10-11,10,06:13 PM,07:57 PM,104.0,1.7333333333333334,1
905,jamescarter@example.com,James Carter,2024-10-11,10,06:06 PM,07:48 PM,102.0,1.7,1
906,oliviamartin@example.com,Olivia Martin,2024-10-11,10,06:13 PM,07:48 PM,95.0,1.5833333333333333,1
907,alexanderwright@example.com,Alexander Wright,2024-10-11,10,06:05 PM,07:53 PM,108.0,1.8,1
908,sophialewis@example.com,Sophia Lewis,2024-10-11,10,06:11 PM,07:53 PM,102.0,1.7,1
909,michaelscott@example.com,Michael Scott,2024-10-11,10,06:04 PM,07:54 PM,110.0,1.8333333333333333,1
910,ameliaclark@example.com,Amelia Clark,2024-10-11,10,06:12 PM,07:57 PM,105.0,1.75,1
911,noahrobinson@example.com,Noah Robinson,2024-10-11,10,06:09 PM,07:54 PM,105.0,1.75,1
912,gracerodriguez@example.com,Grace Rodriguez,2024-10-11,10,06:06 PM,07:54 PM,108.0,1.8,1
913,elijahturner@example.com,Elijah Turner,2024-10-11,10,06:02 PM,07:48 PM,106.0,1.7666666666666666,1
914,avamitchell@example.com,Ava Mitchell,2024-10-11,10,06:11 PM,07:49 PM,98.0,1.6333333333333333,1
915,williamcooper@example.com,William Cooper,2024-10-11,10,06:02 PM,07:47 PM,105.0,1.75,1
916,charlottehill@example.com,Charlotte Hill,2024-10-11,10,06:12 PM,07:49 PM,97.0,1.6166666666666667,1
917,henryadams@example.com,Henry Adams,2024-10-11,10,06:13 PM,07:45 PM,92.0,1.5333333333333334,1
918,evelynbaker@example.com,Evelyn Baker,2024-10-11,10,06:04 PM,07:50 PM,106.0,1.7666666666666666,1
919,samuelcollins@example.com,Samuel Collins,2024-10-11,10,06:04 PM,07:51 PM,107.0,1.7833333333333334,1
920,miaallen@example.com,Mia Allen,2024-10-11,10,06:07 PM,07:49 PM,102.0,1.7,1
921,danielbennett@example.com,Daniel Bennett,2024-10-11,10,06:01 PM,07:53 PM,112.0,1.8666666666666667,1
922,harperparker@example.com,Harper Parker,2024-10-11,10,06:05 PM,07:51 PM,106.0,1.7666666666666666,1
923,jacobyoung@example.com,Jacob Young,2024-10-11,10,06:14 PM,07:59 PM,105.0,1.75,1
924,lilyward@example.com,Lily Ward,2024-10-11,10,06:05 PM,07:49 PM,104.0,1.7333333333333334,1
925,matthewfoster@example.com,Matthew Foster,2024-10-11,10,06:03 PM,07:55 PM,112.0,1.8666666666666667,1
926,abigailbrooks@example.com,Abigail Brooks,2024-10-11,10,06:03 PM,07:52 PM,109.0,1.8166666666666667,1
927,josephgriffin@example.com,Joseph Griffin,2024-10-11,10,06:02 PM,07:45 PM,103.0,1.7166666666666666,1
928,ellareed@example.com,Ella Reed,2024-10-11,10,06:02 PM,07:50 PM,108.0,1.8,1
929,davidflores@example.com,David Flores,2024-10-11,10,06:01 PM,08:00 PM,119.0,1.9833333333333334,1
930,chloehoward@example.com,Chloe Howard,2024-10-11,10,06:04 PM,07:49 PM,105.0,1.75,1
931,andrewstewart@example.com,Andrew Stewart,2024-10-11,10,06:15 PM,07:49 PM,94.0,1.5666666666666667,1
932,victoriaking@example.com,Victoria King,2024-10-11,10,06:12 PM,07:49 PM,97.0,1.6166666666666667,1
933,thomasphillips@example.com,Thomas Phillips,2024-10-11,10,06:03 PM,07:54 PM,111.0,1.85,1
934,hannahbutler@example.com,Hannah Butler,2024-10-11,10,06:07 PM,07:52 PM,105.0,1.75,1
935,christophermorgan@example.com,Christopher Morgan,2024-10-11,10,06:01 PM,07:55 PM,114.0,1.9,1
936,arialee@example.com,Aria Lee,2024-10-11,10,06:08 PM,07:56 PM,108.0,1.8,1
937,anthonybell@example.com,Anthony Bell,2024-10-11,10,06:01 PM,07:48 PM,107.0,1.7833333333333334,1
938,nataliesanders@example.com,Natalie Sanders,2024-10-11,10,06:01 PM,07:57 PM,116.0,1.9333333333333333,1
939,joshuamorris@example.com,Joshua Morris,2024-10-11,10,06:13 PM,07:52 PM,99.0,1.65,1
940,scarlettrivera@example.com,Scarlett Rivera,2024-10-11,10,06:01 PM,07:55 PM,114.0,1.9,1
941,jonathanperry@example.com,Jonathan Perry,2024-10-11,10,06:11 PM,07:53 PM,102.0,1.7,1
942,penelopecook@example.com,Penelope Cook,2024-10-11,10,06:00 PM,07:54 PM,114.0,1.9,1
943,ryanpeterson@example.com,Ryan Peterson,2024-10-11,10,06:14 PM,07:56 PM,102.0,1.7,1
944,eleanorbarnes@example.com,Eleanor Barnes,2024-10-11,10,06:05 PM,07:53 PM,108.0,1.8,1
945,calebjenkins@example.com,Caleb Jenkins,2024-10-11,10,06:08 PM,07:55 PM,107.0,1.7833333333333334,1
946,zoeyrussell@example.com,Zoey Russell,2024-10-11,10,06:07 PM,07:59 PM,112.0,1.8666666666666667,1
947,jackmurphy@example.com,Jack Murphy,2024-10-11,10,06:11 PM,07:51 PM,100.0,1.6666666666666667,1
948,madisonhayes@example.com,Madison Hayes,2024-10-11,10,06:07 PM,07:45 PM,98.0,1.6333333333333333,1
949,charlescoleman@example.com,Charles Coleman,2024-10-11,10,06:09 PM,07:51 PM,102.0,1.7,1
950,laylacooper@example.com,Layla Cooper,2024-10-11,10,06:03 PM,07:45 PM,102.0,1.7,1
951,ethankelly@example.com,Ethan Kelly,2024-10-11,10,06:07 PM,07:54 PM,107.0,1.7833333333333334,1
952,sofiarichardson@example.com,Sofia Richardson,2024-10-11,10,06:06 PM,07:58 PM,112.0,1.8666666666666667,1
953,owencox@example.com,Owen Cox,2024-10-11,10,06:01 PM,08:00 PM,119.0,1.9833333333333334,1
954,noraward@example.com,Nora Ward,2024-10-11,10,06:03 PM,07:45 PM,102.0,1.7,1
955,isaacprice@example.com,Isaac Price,2024-10-11,10,06:11 PM,07:56 PM,105.0,1.75,1
956,hazellong@example.com,Hazel Long,2024-10-11,10,06:12 PM,08:00 PM,108.0,1.8,1
957,dylanpowell@example.com,Dylan Powell,2024-10-11,10,06:15 PM,07:54 PM,99.0,1.65,1
958,lillianfisher@example.com,Lillian Fisher,2024-10-11,10,06:01 PM,07:45 PM,104.0,1.7333333333333334,1
959,christianhenderson@example.com,Christian Henderson,2024-10-11,10,06:13 PM,07:52 PM,99.0,1.65,1
960,audreymyers@example.com,Audrey Myers,2024-10-11,10,06:12 PM,07:47 PM,95.0,1.5833333333333333,1
961,lukebryant@example.com,Luke Bryant,2024-10-11,10,06:11 PM,07:48 PM,97.0,1.6166666666666667,1
962,lucynguyen@example.com,Lucy Nguyen,2024-10-11,10,06:08 PM,07:53 PM,105.0,1.75,1
963,carterkim@example.com,Carter Kim,2024-10-11,10,06:01 PM,07:49 PM,108.0,1.8,1
964,samanthachavez@example.com,Samantha Chavez,2024-10-11,10,06:05 PM,07:55 PM,110.0,1.8333333333333333,1
965,gabrieljenkins@example.com,Gabriel Jenkins,2024-10-11,10,06:04 PM,07:56 PM,112.0,1.8666666666666667,1
966,bellamorales@example.com,Bella Morales,2024-10-11,10,06:06 PM,07:46 PM,100.0,1.6666666666666667,1
967,aaronhayes@example.com,Aaron Hayes,2024-10-11,10,06:00 PM,07:55 PM,115.0,1.9166666666666667,1
968,mayaporter@example.com,Maya Porter,2024-10-11,10,06:09 PM,07:59 PM,110.0,1.8333333333333333,1
969,julianramirez@example.com,Julian Ramirez,2024-10-11,10,06:14 PM,07:50 PM,96.0,1.6,1
970,rubyhunter@example.com,Ruby Hunter,2024-10-11,10,06:15 PM,07:52 PM,97.0,1.6166666666666667,1
971,leoross@example.com,Leo Ross,2024-10-11,10,06:11 PM,07:53 PM,102.0,1.7,1
972,sadiediaz@example.com,Sadie Diaz,2024-10-11,10,06:10 PM,07:50 PM,100.0,1.6666666666666667,1
973,adamsimmons@example.com,Adam Simmons,2024-10-11,10,06:13 PM,07:57 PM,104.0,1.7333333333333334,1
974,violetgray@example.com,Violet Gray,2024-10-11,10,06:10 PM,07:56 PM,106.0,1.7666666666666666,1
975,nathanmitchell@example.com,Nathan Mitchell,2024-10-11,10,06:04 PM,07:59 PM,115.0,1.9166666666666667,1
976,stellaperry@example.com,Stella Perry,2024-10-11,10,06:04 PM,07:48 PM,104.0,1.7333333333333334,1
977,aidenrichardson@example.com,Aiden Richardson,2024-10-11,10,06:12 PM,07:49 PM,97.0,1.6166666666666667,1
978,leahlopez@example.com,Leah Lopez,2024-10-11,10,06:04 PM,07:47 PM,103.0,1.7166666666666666,1
979,hunterbarnes@example.com,Hunter Barnes,2024-10-11,10,06:07 PM,07:50 PM,103.0,1.7166666666666666,1
980,milabrooks@example.com,Mila Brooks,2024-10-11,10,06:11 PM,07:48 PM,97.0,1.6166666666666667,1
981,sebastiancarter@example.com,Sebastian Carter,2024-10-11,10,06:09 PM,07:50 PM,101.0,1.6833333333333333,1
982,elliehughes@example.com,Ellie Hughes,2024-10-11,10,06:10 PM,07:59 PM,109.0,1.8166666666666667,1
983,jacksonbennett@example.com,Jackson Bennett,2024-10-11,10,06:04 PM,07:58 PM,114.0,1.9,1
984,lunasanders@example.com,Luna Sanders,2024-10-11,10,06:12 PM,07:51 PM,99.0,1.65,1
985,zacharyrogers@example.com,Zachary Rogers,2024-10-11,10,06:12 PM,07:54 PM,102.0,1.7,1
986,naomiward@example.com,Naomi Ward,2024-10-11,10,06:14 PM,07:45 PM,91.0,1.5166666666666666,1
987,liambrown@example.com,Liam Brown,2024-10-11,10,06:12 PM,07:51 PM,99.0,1.65,1
988,gabriellacruz@example.com,Gabriella Cruz,2024-10-11,10,06:14 PM,07:47 PM,93.0,1.55,1
989,patrickreed@example.com,Patrick Reed,2024-10-11,10,06:14 PM,07:48 PM,94.0,1.5666666666666667,1
990,zoeylong@example.com,Zoey Long,2024-10-11,10,06:07 PM,07:56 PM,109.0,1.8166666666666667,1
991,calebscott@example.com,Caleb Scott,2024-10-11,10,06:02 PM,07:57 PM,115.0,1.9166666666666667,1
992,harperthompson@example.com,Harper Thompson,2024-10-11,10,06:05 PM,07:57 PM,112.0,1.8666666666666667,1
993,blakecarter@example.com,Blake Carter,2024-10-11,10,06:10 PM,07:50 PM,100.0,1.6666666666666667,1
994,emilycoleman@example.com,Emily Coleman,2024-10-11,10,06:10 PM,07:46 PM,96.0,1.6,1
995,dominicmyers@example.com,Dominic Myers,2024-10-11,10,06:12 PM,07:57 PM,105.0,1.75,1
996,gracebell@example.com,Grace Bell,2024-10-11,10,06:05 PM,07:53 PM,108.0,1.8,1
997,isaacwright@example.com,Isaac Wright,2024-10-11,10,06:03 PM,07:56 PM,113.0,1.8833333333333333,1
998,lilyphillips@example.com,Lily Phillips,2024-10-11,10,06:08 PM,07:52 PM,104.0,1.7333333333333334,1
999,jaydenstewart@example.com,Jayden Stewart,2024-10-11,10,06:02 PM,07:49 PM,107.0,1.7833333333333334,1
1000,charlotteallen@example.com,Charlotte Allen,2024-10-11,10,06:09 PM,07:45 PM,96.0,1.6,1
1001,lucasanderson@example.com,Lucas Anderson,2024-08-12,2,06:09 PM,07:47 PM,98.0,1.6333333333333333,1
1002,emilyjohnson@example.com,Emily Johnson,2024-08-12,2,06:12 PM,07:58 PM,106.0,1.7666666666666666,1
1003,benjaminharris@example.com,Benjamin Harris,2024-08-12,2,06:03 PM,07:47 PM,104.0,1.7333333333333334,1
1004,isabellamoore@example.com,Isabella Moore,2024-08-12,2,06:01 PM,07:52 PM,111.0,1.85,1
1005,jamescarter@example.com,James Carter,2024-08-12,2,06:13 PM,07:45 PM,92.0,1.5333333333333334,1
1006,oliviamartin@example.com,Olivia Martin,2024-08-12,2,06:06 PM,07:53 PM,107.0,1.7833333333333334,1
1007,alexanderwright@example.com,Alexander Wright,2024-08-12,2,06:00 PM,07:52 PM,112.0,1.8666666666666667,1
1008,sophialewis@example.com,Sophia Lewis,2024-08-12,2,06:06 PM,07:58 PM,112.0,1.8666666666666667,1
1009,michaelscott@example.com,Michael Scott,2024-08-12,2,06:01 PM,07:55 PM,114.0,1.9,1
1010,ameliaclark@example.com,Amelia Clark,2024-08-12,2,06:04 PM,07:55 PM,111.0,1.85,1
1011,noahrobinson@example.com,Noah Robinson,2024-08-12,2,06:01 PM,07:45 PM,104.0,1.7333333333333334,1
1012,gracerodriguez@example.com,Grace Rodriguez,2024-08-12,2,06:07 PM,07:49 PM,102.0,1.7,1
1013,elijahturner@example.com,Elijah Turner,2024-08-12,2,06:09 PM,07:54 PM,105.0,1.75,1
1014,avamitchell@example.com,Ava Mitchell,2024-08-12,2,06:00 PM,08:00 PM,120.0,2.0,1
1015,williamcooper@example.com,William Cooper,2024-08-12,2,06:10 PM,07:51 PM,101.0,1.6833333333333333,1
1016,charlottehill@example.com,Charlotte Hill,2024-08-12,2,06:09 PM,07:52 PM,103.0,1.7166666666666666,1
1017,henryadams@example.com,Henry Adams,2024-08-12,2,06:02 PM,07:45 PM,103.0,1.7166666666666666,1
1018,evelynbaker@example.com,Evelyn Baker,2024-08-12,2,06:02 PM,07:58 PM,116.0,1.9333333333333333,1
1019,samuelcollins@example.com,Samuel Collins,2024-08-12,2,06:11 PM,07:45 PM,94.0,1.5666666666666667,1
1020,miaallen@example.com,Mia Allen,2024-08-12,2,06:07 PM,07:55 PM,108.0,1.8,1
1021,danielbennett@example.com,Daniel Bennett,2024-08-12,2,06:07 PM,07:54 PM,107.0,1.7833333333333334,1
1022,harperparker@example.com,Harper Parker,2024-08-12,2,06:13 PM,07:52 PM,99.0,1.65,1
1023,jacobyoung@example.com,Jacob Young,2024-08-12,2,06:12 PM,07:48 PM,96.0,1.6,1
1024,lilyward@example.com,Lily Ward,2024-08-12,2,06:08 PM,07:58 PM,110.0,1.8333333333333333,1
1025,matthewfoster@example.com,Matthew Foster,2024-08-12,2,06:01 PM,07:47 PM,106.0,1.7666666666666666,1
1026,abigailbrooks@example.com,Abigail Brooks,2024-08-12,2,06:13 PM,07:52 PM,99.0,1.65,1
1027,josephgriffin@example.com,Joseph Griffin,2024-08-12,2,06:03 PM,07:54 PM,111.0,1.85,1
1028,ellareed@example.com,Ella Reed,2024-08-12,2,06:14 PM,07:50 PM,96.0,1.6,1
1029,davidflores@example.com,David Flores,2024-08-12,2,06:11 PM,07:54 PM,103.0,1.7166666666666666,1
1030,chloehoward@example.com,Chloe Howard,2024-08-12,2,06:01 PM,07:57 PM,116.0,1.9333333333333333,1
1031,andrewstewart@example.com,Andrew Stewart,2024-08-12,2,06:01 PM,07:48 PM,107.0,1.7833333333333334,1
1032,victoriaking@example.com,Victoria King,2024-08-12,2,06:10 PM,07:45 PM,95.0,1.5833333333333333,1
1033,thomasphillips@example.com,Thomas Phillips,2024-08-12,2,06:04 PM,07:51 PM,107.0,1.7833333333333334,1
1034,hannahbutler@example.com,Hannah Butler,2024-08-12,2,06:08 PM,07:50 PM,102.0,1.7,1
1035,christophermorgan@example.com,Christopher Morgan,2024-08-12,2,06:07 PM,07:55 PM,108.0,1.8,1
1036,arialee@example.com,Aria Lee,2024-08-12,2,06:03 PM,07:51 PM,108.0,1.8,1
1037,anthonybell@example.com,Anthony Bell,2024-08-12,2,06:09 PM,07:56 PM,107.0,1.7833333333333334,1
1038,nataliesanders@example.com,Natalie Sanders,2024-08-12,2,06:03 PM,08:00 PM,117.0,1.95,1
1039,joshuamorris@example.com,Joshua Morris,2024-08-12,2,06:14 PM,07:47 PM,93.0,1.55,1
